	course_code	units
3193	FLCD 133	3.0
3194	FLCD 200	3.0
3195	FLCD 204	3.0
3196	FLCD 274	3.0
3197	FLCD 300	6.0
3198	FN 121	3.0
3199	FN 123	4.0
3200	FN 131	4.0
3201	FN 134	3.0
3202	FN 141.1	2.0
3203	FN 142	2.0
3204	FN 146	6.0
3205	FN 199	3.0
3206	FN 200	3.0
3207	FS 110	3.0
3208	FS 116	5.0
3209	FS 127	3.0
3210	FS 128	3.0
3211	FS 131	4.0
3212	FS 134	3.0
3213	FS 152	3.0
3214	FS 157	3.0
3215	FS 159	3.0
3216	FS 178	3.0
3217	FS 197	3.0
3218	FS 199	3.0
3219	FS 217	3.0
3220	FS 218	3.0
3221	FS 231	2.0
3222	FS 236	3.0
3223	FS 238	2.0
3224	Fil 10.2	3.0
3225	Fil 104	3.0
3226	Fil 195	3.0
3227	Fil 220	3.0
3228	Fil 245	3.0
3229	Fil 281	3.0
3230	Fil 301	3.0
3231	Fil 306	3.0
3232	Fil 350	3.0
3233	Fil 353	3.0
3234	Fil 380	3.0
3235	Fil 387	3.0
3236	Film 152	3.0
3237	Film 178	3.0
3238	French 16	6.0
3239	French 30	3.0
3240	French 51	3.0
3241	French 61	3.0
3242	French 101	3.0
3243	French 130	3.0
3244	French 197	3.0
3245	D 21	3.0
3246	D 23	3.0
3247	D 27	3.0
3248	D 141	3.0
3249	D 151	3.0
3250	D 161	3.0
3251	D 171	3.0
3252	D 196	3.0
3253	D 197	3.0
3254	D 200	3.0
3255	DE 251	3.0
3256	DE 291	3.0
3257	DE 292	3.0
3258	DE 298	3.0
3259	Demo 212	4.0
3260	Demo 226	4.0
3261	Demo 230	3.0
3262	Demo 240	3.0
3263	Demo 297.2	3.0
3264	Demo 298	3.0
3265	Demo 299	3.0
3266	CD 101	3.0
3267	CD 111	3.0
3268	CD 123	3.0
3269	CD 126	3.0
3270	CD 134	3.0
3271	CD 135	3.0
3272	CD 190	3.0
3273	CD 192	3.0
3274	CD 224	3.0
3275	CD 231	3.0
3276	CD 232	3.0
3277	CD 236	3.0
3278	CD 241	3.0
3279	CD 243	3.0
3280	CE 1	2.0
3281	CE 153	3.0
3282	CE 164	3.0
3283	CE 198	3.0
3284	CE 211	3.0
3285	CE 213	3.0
3286	CE 214	3.0
3287	CE 248	3.0
3288	CE 249	3.0
3289	CE 250	3.0
3290	CE 252	3.0
3291	CE 255	3.0
3292	CE 260	3.0
3293	CE 261	3.0
3294	CE 269	3.0
3295	CE 298	3.0
3296	CE 318	3.0
3297	CL 110	3.0
3298	CL 112	3.0
3299	CL 135	3.0
3300	CL 142	3.0
3301	CL 145	3.0
3302	CL 152	3.0
3303	CL 154	3.0
3304	CL 184	3.0
3305	CL 201	3.0
3306	CL 203	3.0
3307	CL 241	3.0
3308	CL 251	3.0
3309	CL 302	3.0
3310	CL 340	3.0
3311	CL 371	3.0
3312	CL 385	3.0
3313	CRes 130	3.0
3314	CRes 135	3.0
3315	CRes 145	3.0
3316	CRes 155	3.0
3317	CRes 170	3.0
3318	CRes 185	3.0
3319	CS 132	3.0
3320	CS 136	3.0
3321	CS 145	4.0
3322	CS 153	3.0
3323	CS 155	3.0
3324	CS 171	3.0
3325	CS 176	3.0
3326	CS 180	3.0
3327	CS 192	3.0
3328	CS 194	1.0
3329	CS 199	3.0
3330	CS 210	3.0
3331	CS 220	3.0
3332	CS 239	3.0
3333	CS 270	3.0
3334	CS 282	3.0
3335	CS 292	3.0
3336	CT 108.1	4.0
3337	CT 109	3.0
3338	CT 117.1	4.0
3339	CT 118	3.0
3340	CT 171.1	6.0
3341	CT 171.2	3.0
3342	CT 197	3.0
3343	CTRA 17	3.0
3344	CTech 12	3.0
3345	CTech 13	3.0
3346	CTech 21	3.0
3347	CTech 41	3.0
3348	CTech 104	3.0
3349	CTech 114	3.0
3350	CW 121	3.0
3351	CW 131	3.0
3352	CW 211	3.0
3353	CW 220	3.0
3354	CW 230	3.0
3355	CW 240	3.0
3356	CW 241	3.0
3357	CW 251	3.0
3358	CW 312	3.0
3359	CWTS 1 NCPAG	3.0
3360	CWTS 2 Engg	3.0
3361	CWTS 2 SE	3.0
3362	CWTS 2 SLIS	3.0
3363	CWTS 2 CHE	3.0
3364	CWTS 2 CMu	3.0
3365	CWTS 2 CFA	3.0
3366	CWTS 2 CSWCD	3.0
3367	CWTS 2 Arch	3.0
3368	ChE 198	3.0
3369	ChE 221	3.0
3370	ChE 241	3.0
3371	ChE 261	3.0
3372	ChE 291	3.0
3373	ChE 296.2	1.0
3374	ChE 297	3.0
3375	ChE 298	3.0
3376	Chem 34	3.0
3377	Chem 101.2	3.0
3378	Chem 102.1	3.0
3379	Chem 112	3.0
3380	Chem 123	3.0
3381	Chem 146	3.0
3382	Chem 154	3.0
3383	Chem 203	3.0
3384	Chem 214	4.0
3385	Chem 223	3.0
3386	Chem 224	3.0
3387	Chem 235	3.0
3388	Chem 239	3.0
3389	Chem 244	3.0
3390	Chem 391	1.0
3391	Chem 392	1.0
3392	Chem 393	1.0
3393	Chem 394	1.0
3394	Chem 395	1.0
3395	ChemE 102	3.0
3396	ChemE 105	3.0
3397	ChemE 123	3.0
3398	ChemE 130	3.0
3399	ChemE 131	3.0
3400	ChemE 133	3.0
3401	ChemE 136	2.0
3402	ChemE 143	0.0
3403	ChemE 145	2.0
3404	ChemE 147	0.0
3405	ChemE 191	2.0
3406	CoE 111	3.0
3407	CoE 161	3.0
3408	CoE 163	3.0
3409	CoE 164	1.0
3410	Comm 160	3.0
3411	Comm 211	3.0
3412	Comm 225	3.0
3413	Comm 250	3.0
3414	Comm 285	3.0
3415	Comm 307	3.0
3416	Comm 322	3.0
3417	Comm 398	3.0
3418	ECE 161	3.0
3419	ECE 163	3.0
3420	ECE 164	1.0
3421	EDAD 208	3.0
3422	EDAD 210	3.0
3423	EDAD 223	3.0
3424	EDAD 279	3.0
3425	EDAD 302	3.0
3426	EDAD 331	3.0
3427	EDAD 341	3.0
3428	EDART 106	3.0
3429	EDART 116	3.0
3430	EDART 175	3.0
3431	EDART 179	3.0
3432	EDART 235	3.0
3433	EDART 245	3.0
3434	EDART 275	3.0
3435	EDCO 302	3.0
3436	EDCS 223	3.0
3437	EDCS 230	3.0
3438	EDCS 302	3.0
3439	EDCS 303	3.0
3440	EDCS 306	3.0
3441	EDFD 100	3.0
3442	EDFD 142	3.0
3443	EDFD 144	3.0
3444	EDFD 145	3.0
3445	EDFD 148	3.0
3446	EDFD 206	3.0
3447	EDFD 210	3.0
3448	EDFD 302	3.0
3449	EDFD 325	3.0
3450	EDFD 331	3.0
3451	EDH 110	3.0
3452	EDH 171	3.0
3453	EDH 173	3.0
3454	EDH 174	3.0
3455	EDH 206	4.0
3456	EDL 301	3.0
3457	EDL 331	3.0
3458	EDL 371	3.0
3459	EDLit 179	3.0
3460	EDMA 101	3.0
3461	EDNFE 222	3.0
3462	EDR 211	3.0
3463	EDR 278	3.0
3464	EDR 326	3.0
3465	EDR 360	3.0
3466	EDRE 316	3.0
3467	EDRE 317	3.0
3468	EDRE 346	3.0
3469	EDRE 361	3.0
3470	EDSC 102	3.0
3471	EDSC 113	3.0
3472	EDSC 123	3.0
3473	EDSC 225	3.0
3474	EDSC 244	3.0
3475	EDSC 254.1	3.0
3476	EDSC 310	3.0
3477	EDSC 313	3.0
3478	EDSP 103	3.0
3479	EDSP 116	3.0
3480	EDSP 121	3.0
3481	EDSP 128	3.0
3482	EDSP 207	3.0
3483	EDSP 221	3.0
3484	EDSP 230	3.0
3485	EDSP 326	3.0
3486	EDSP 351	3.0
3487	EDSSE 120	3.0
3488	EDSSE 232	3.0
3489	EDSSE 242	3.0
3490	EDSSE 331	3.0
3491	EDTECH 211	3.0
3492	EDTECH 213	3.0
3493	EDTEG 221	3.0
3494	EDTEG 277	3.0
3495	EDUC 295	3.0
3496	EDUC 382	3.0
3497	EDUC 390	3.0
3498	EE 161	3.0
3499	EE 163	3.0
3500	EE 164	1.0
3501	EE 212	3.0
3502	EE 227	3.0
3503	EE 229	3.0
3504	EE 233	3.0
3505	EE 245	3.0
3506	EE 256	3.0
3507	EE 265	3.0
3508	EE 269	3.0
3509	EE 283	3.0
3510	EE 299	3.0
3511	EE 355	3.0
3512	EE 398	3.0
3513	EEE 121	3.0
3514	EEE 123	3.0
3515	EEE 128	1.0
3516	EEE 141	3.0
3517	EEE 143	3.0
3518	EEE 145	3.0
3519	EEE 147	3.0
3520	EEE 148	1.0
3521	EEE 192	1.0
3522	EEdu 101	3.0
3523	EEdu 131	3.0
3524	EM 121	3.0
3525	EM 122	3.0
3526	EM 141	5.0
3527	EM 156	3.0
3528	EM 161	3.0
3529	EM 162	5.0
3530	EM 181	3.0
3531	EM 199	3.0
3532	ES 202	3.0
3533	Econ 103	3.0
3534	Econ 104	3.0
3535	Econ 122	3.0
3536	Econ 132	3.0
3537	Econ 138	3.0
3538	Econ 163	3.0
3539	Econ 172	3.0
3540	Econ 191	3.0
3541	Econ 196	3.0
3542	Econ 203	3.0
3543	Econ 204	3.0
3544	Econ 209	3.0
3545	Econ 222	3.0
3546	Econ 232	3.0
3547	Econ 233	3.0
3548	Econ 251	3.0
3549	Econ 282	3.0
3550	Econ 291	3.0
3551	Econ 298	3.0
3552	Econ 301	3.0
3553	EgyE 221	3.0
3554	EgyE 236	3.0
3555	EgyE 320	3.0
3556	EgyE 322	3.0
3557	EnE 252	3.0
3558	EnE 254	3.0
3559	EnE 261	3.0
3560	EnE 272	3.0
3561	EnE 303	3.0
3562	EnE 305	3.0
3563	Eng 101	3.0
3564	Eng 106	3.0
3565	Eng 116	3.0
3566	Eng 118	3.0
3567	Eng 120	3.0
3568	Eng 123	3.0
3569	Eng 125	3.0
3570	Eng 129	3.0
3571	Eng 132	3.0
3572	Eng 142	3.0
3573	Eng 158	3.0
3574	Eng 197	3.0
3575	Eng 207	3.0
3576	Eng 260	3.0
3577	Eng 261	3.0
3578	Eng 290	3.0
3579	Eng 311	3.0
3580	Eng 316	3.0
3581	Eng 371	3.0
3582	Eng 398	3.0
3583	Eng 399	3.0
3584	Eng 400	12.0
3585	Env Sci 202	3.0
3586	Env Sci 226.1	1.0
3587	Env Sci 241	3.0
3588	Env Sci 262	3.0
3589	Env Sci 263.1	1.0
3590	Env Sci 265	3.0
3591	Env Sci 265.1	1.0
3592	Env Sci 299	3.0
3593	MBB 100	3.0
3594	MBB 110	5.0
3595	MBB 127	3.0
3596	MBB 127.1	2.0
3597	MBB 141	5.0
3598	MBB 150	3.0
3599	MBB 190	4.0
3600	MBB 194	3.0
3601	MBB 196	1.0
3602	MBB 197	3.0
3603	MBB 225	3.0
3604	MBB 241	3.0
3605	MBB 340	3.0
3606	MBB 350	3.0
3607	ME 12	4.0
3608	ME 32	1.0
3609	ME 51	4.0
3610	ME 62	4.0
3611	ME 113	2.0
3612	ME 134	4.0
3613	ME 147	4.0
3614	ME 156	3.0
3615	ME 166	4.0
3616	ME 172	3.0
3617	ME 192	3.0
3618	ME 196	2.0
3619	ME 198	3.0
3620	ME 199	2.0
3621	ME 242	3.0
3622	ME 260	3.0
3623	ME 282	3.0
3624	METEO 399	2.0
3625	MPs 165	3.0
3626	MPs 220	3.0
3627	MPs 303	3.0
3628	MPs 330	3.0
3629	MPs 398	3.0
3630	MS 216	3.0
3631	MS 217	3.0
3632	MS 222	3.0
3633	MS 230	3.0
3634	MS 240	3.0
3635	MS 242	3.0
3636	MS 246	3.0
3637	MS 250	3.0
3638	MS 252	3.0
3639	MS 258	3.0
3640	MS 260	3.0
3641	MS 272	3.0
3642	MS 278	3.0
3643	MS 366	3.0
3644	MSE 213	1.0
3645	MSE 216	2.0
3646	MSE 218	1.0
3647	MSE 219	1.0
3648	MSE 233	3.0
3649	MSE 265	3.0
3650	MSE 285	3.0
3651	MatE 15	3.0
3652	MatE 23	3.0
3653	MatE 103	4.0
3654	MatE 105	0.0
3655	MatE 107	3.0
3656	MatE 141.1	1.0
3657	MatE 151.1	1.0
3658	MatE 173	3.0
3659	MatE 175	3.0
3660	MatE 175.1	2.0
3661	MatE 181	3.0
3662	MatE 183	3.0
3663	MatE 197	3.0
3664	Math 146	3.0
3665	Math 148	3.0
3666	Math 158	3.0
3667	Math 180.2	3.0
3668	Math 190	2.0
3669	Math 202.2	3.0
3670	Math 204	3.0
3671	Math 209.2	3.0
3672	Math 210.2	3.0
3673	Math 216	3.0
3674	Math 220.2	3.0
3675	Math 222	3.0
3676	Math 235	3.0
3677	Math 242	3.0
3678	Math 247	3.0
3679	Math 258	3.0
3680	Math 262	3.0
3681	Math 265	3.0
3682	Math 268.2	3.0
3683	Math 271.2	3.0
3684	Math 281	3.0
3685	Media 331	3.0
3686	MetE 13	2.0
3687	MetE 20.1	2.0
3688	MetE 121	3.0
3689	MetE 121.1	1.0
3690	MetE 132	3.0
3691	MetE 132.1	1.0
3692	MetE 134	3.0
3693	MetE 134.1	1.0
3694	MetE 136	3.0
3695	MetE 176	3.0
3696	MetE 176.1	1.0
3697	MetE 179	3.0
3698	MetE 195	3.0
3699	MetE 197	3.0
3700	MetE 198	1.0
3701	Meteo 204	3.0
3702	Meteo 212	3.0
3703	Meteo 222	3.0
3704	Meteo 223	3.0
3705	Meteo 224	3.0
3706	Meteo 231	4.0
3707	Meteo 233	3.0
3708	Meteo 234	3.0
3709	Microbio 251	3.0
3710	Microbio 262	3.0
3711	Microbio 271	3.0
3712	MuC 110-B	3.0
3713	MuC 110-O	3.0
3714	MuC 110-C	3.0
3715	MuC 130-O	3.0
3716	MuC 130-B	3.0
3717	MuC 150-C	3.0
3718	MuC 150-B	3.0
3719	MuC 206	3.0
3720	MuD 110	3.0
3721	MuD 111	3.0
3722	MuD 130	3.0
3723	MuD 150	3.0
3724	MuD 170	3.0
3725	MuD 192	3.0
3726	MuD 193	3.0
3727	MuD 194	3.0
3728	MuD 200	3.0
3729	MuEd 110 WWD	3.0
3730	MuEd 110 PNO	3.0
3731	MuEd 110 VMT	3.0
3732	MuEd 120	3.0
3733	MuEd 135	3.0
3734	MuEd 144	3.0
3735	MuEd 145	3.0
3736	MuEd 149	3.0
3737	MuEd 232	3.0
3738	MuEd 300	6.0
3739	MuK 110	3.0
3740	MuK 163	3.0
3741	MuK 180	3.0
3742	MuL 11	3.0
3743	MuL 15	3.0
3744	MuL 115	3.0
3745	MuL 133	3.0
3746	MuL 151	3.0
3747	MuL 192	3.0
3748	MuL 197	3.0
3749	MuL 201 PNO	3.0
3750	MuL 201 VMT	3.0
3751	MuL 211	3.0
3752	MuL 247	3.0
3753	MuP 21 BR Eup	3.0
3754	MuP 21 PIC Trp	3.0
3755	MuP 21 BR Tu	3.0
3756	MuP 21 CI	3.0
3757	MuP 21 Ka	3.0
3758	MuP 21 PERC	3.0
3759	MuP 21 OR	3.0
3760	MuP 21 STG Gtr	3.0
3761	MuP 21 STG Hrp	3.0
3762	MuP 21 AL	3.0
3763	MuP 21 WWD Bas	3.0
3764	MuP 21 WWD Fl	3.0
3765	MuP 41 PIC Trp	3.0
3766	MuP 41 Ku	3.0
3767	MuP 41 CI	3.0
3768	MuP 41 Ka	3.0
3769	MuP 41 KT	3.0
3770	MuP 41 AL	3.0
3771	MuP 41 WWD Bas	3.0
3772	MuP 51 VMT	3.0
3773	MuP 51 WWD Sax	3.0
3774	MuP 51 WWD Bas	3.0
3775	MuP 61 Ku	3.0
3776	MuP 61 CI	3.0
3777	MuP 61 Ka	1.0
3778	MuP 61 KT	3.0
3779	MuP 61 AL	3.0
3780	MuP 61 WWD Fl	3.0
3781	MuP 71 WWD Fl	1.0
3782	MuP 110 BR Trb	3.0
3783	MuP 110 BR Tu	3.0
3784	MuP 110 BR Fr	3.0
3785	MuP 110 Ba	3.0
3786	MuP 110 PERC	3.0
3787	MuP 110 STG Db	3.0
3788	MuP 110 VMT	3.0
3789	MuP 110 WWD Fl	3.0
3790	MuP 110 WWD Ob	3.0
3791	MuP 110 WWD Sax	3.0
3792	MuP 110 WWD Cla	3.0
3793	MuP 130 BR Tpt	3.0
3794	MuP 130 BR Tu	3.0
3795	MuP 130 BR Fr	3.0
3796	MuP 130 BR Trb	3.0
3797	MuP 130 PERC	3.0
3798	MuP 130 STG Db	3.0
3799	MuP 130 STG Ce	3.0
3800	MuP 130 WWD Fl	3.0
3801	MuP 130 WWD Ob	3.0
3802	MuP 130 WWD Cla	3.0
3803	MuP 140 WWD Ob	3.0
3804	MuP 150 BR Tpt	3.0
3805	MuP 150 PNO	3.0
3806	MuP 150 STG Gtr	3.0
3807	MuP 150 WWD Fl	3.0
3808	MuP 150 WWD Sax	3.0
3809	MuP 160 BR Trb	3.0
3810	MuP 160 STG Va	3.0
3811	MuP 160 VMT	3.0
3812	MuP 160 WWD Fl	3.0
3813	MuP 160 WWD Ob	3.0
3814	MuP 160 WWD Bas	3.0
3815	MuP 170 BR Tpt	3.0
3816	MuP 170 STG Gtr	3.0
3817	MuP 170 WWD Sax	3.0
3818	MuP 180 WWD Fl	3.0
3819	MuP 180 WWD Sax	3.0
3820	MuP 190 PERC	3.0
3821	MuP 194	1.0
3822	MuP 195 COMP	1.0
3823	MuP 195 C	1.0
3824	MuP 195 PNO	1.0
3825	MuP 195 STG Gtr	1.0
3826	MuP 196 BR Tpt	1.0
3827	MuP 196 C	1.0
3828	MuP 196 STG Gtr	1.0
3829	MuP 196 WWD Sax	1.0
3830	MuP 204	3.0
3831	MuP 220 PNO	3.0
3832	MuP 251 COMP	3.0
3833	MuP 252 PNO	3.0
3834	MuP 253 WWW Cla	3.0
3835	MuP 290 PNO	3.0
3836	MuP 290 Ce	3.0
3837	MuP 290 VMT	1.0
3838	MuP 291 COND	2.0
3839	MuP 291 WWD Fl	3.0
3840	MuP 291 WWD Sax	3.0
3841	MuPC 2 B	1.0
3842	MuPC 2 C	1.0
3843	MuPC 2 O	1.0
3844	MuPC 2 J	1.0
3845	MuPC 2 G	1.0
3846	MuPC 4 B	1.0
3847	MuPC 4 C	1.0
3848	MuPC 4 J	1.0
3849	MuPC 6 B	1.0
3850	MuPC 6 C	1.0
3851	MuPC 6 O	1.0
3852	MuPC 6 J	1.0
3853	MuPC 8 B	1.0
3854	MuPC 8 C	1.0
3855	MuPC 8 O	1.0
3856	MuPC 8 J	1.0
3857	MuPC 8 G	1.0
3858	MuPC 10 B	1.0
3859	MuPC 10 C	1.0
3860	MuPC 10 J	1.0
3861	MuPC 101 VMT	2.0
3862	MuPC 111 BR	2.0
3863	MuPC 111 VMT	2.0
3864	MuPC 111 PNO	2.0
3865	MuPC 111 PERC	2.0
3866	MuPC 111 STG	2.0
3867	MuPC 111 WWD	2.0
3868	MuPC 121 PERC	2.0
3869	MuPC 128	3.0
3870	MuPC 131 BR	2.0
3871	MuPC 131 PNO	2.0
3872	MuPC 131 PERC	2.0
3873	MuPC 131 STG	2.0
3874	MuPC 131 WWD	2.0
3875	MuPC 141 VMT	2.0
3876	MuPC 141 PNO	2.0
3877	MuPC 147 BR	2.0
3878	MuPC 147 STG	2.0
3879	MuPC 147 PERC	2.0
3880	MuPC 147 PNO	2.0
3881	MuPC 147 WWD	2.0
3882	MuPC 151 STG	2.0
3883	MuPC 157 STG	3.0
3884	MuPC 166 STG	3.0
3885	MuPC 167 PNO	3.0
3886	MuPC 177	3.0
3887	MuPed 220	3.0
3888	MuT 11	5.0
3889	MuT 13	5.0
3890	MuT 111	3.0
3891	MuT 123	3.0
3892	MuT 151	3.0
3893	MuT 213	3.0
3894	MuT 235	3.0
3895	Mus 307	3.0
3896	Mus 309	3.0
3897	L Arch 12	3.0
3898	L Arch 13	3.0
3899	L Arch 22	3.0
3900	L Arch 27	2.0
3901	L Arch 29	3.0
3902	L Arch 130	3.0
3903	L Arch 132	4.0
3904	L Arch 134	3.0
3905	L Arch 137	3.0
3906	L Arch 146	3.0
3907	L Arch 147	3.0
3908	L Arch 199.2	4.0
3909	L Arch 200	3.0
3910	L Arch 223	3.0
3911	L Arch 225	3.0
3912	LAW 191	3.0
3913	LAW 194	3.0
3914	LAW 245	4.0
3915	LAW 249	3.0
3916	LAW 254	2.0
3917	LAW 255	3.0
3918	LAW 262	3.0
3919	LAW 264	5.0
3920	LAW 265	4.0
3921	LAW 275	3.0
3922	LIS 55	3.0
3923	LIS 60	3.0
3924	LIS 62	3.0
3925	LIS 114	3.0
3926	LIS 121	3.0
3927	LIS 131	3.0
3928	LIS 141	3.0
3929	LIS 151	3.0
3930	LIS 161	3.0
3931	LIS 170	3.0
3932	LIS 173	3.0
3933	LIS 192	3.0
3934	LIS 234	3.0
3935	LIS 240	3.0
3936	LIS 244	3.0
3937	LIS 264	3.0
3938	LIS 272	3.0
3939	LStud 204	3.0
3940	LStud 205	3.0
3941	LStud 206	3.0
3942	LTS 2 Educ	3.0
3943	LTS 2 CAL	3.0
3944	LTS 2 CS	3.0
3945	Law 101	5.0
3946	Law 107	3.0
3947	Law 110	4.0
3948	Law 112	2.0
3949	Law 114	3.0
3950	Law 120	2.0
3951	Law 123	3.0
3952	Law 125	5.0
3953	Law 129-B	3.0
3954	Law 143	2.0
3955	Law 150	2.0
3956	Law 174	2.0
3957	Law 175	2.0
3958	Law 180	3.0
3959	Lingg 115	3.0
3960	Lingg 121	3.0
3961	Lingg 136	3.0
3962	Lingg 137	3.0
3963	Lingg 140	3.0
3964	Lingg 166	3.0
3965	Lingg 170	3.0
3966	Lingg 180	3.0
3967	Lingg 204	3.0
3968	Lingg 206	3.0
3969	Lingg 245	3.0
3970	Lingg 270	3.0
3971	LinggPil 280	3.0
3972	LinggPil 346	3.0
3973	LinggPil 365	3.0
3974	LinggPil 380	3.0
3975	ID 20	3.0
3976	ID 21	3.0
3977	ID 24	3.0
3978	ID 34	3.0
3979	ID 107	2.0
3980	ID 116	3.0
3981	ID 117	2.0
3982	ID 121	3.0
3983	ID 141	3.0
3984	ID 153	3.0
3985	ID 161	3.0
3986	ID 199	3.0
3987	ID 216	3.0
3988	ID 231	3.0
3989	ID 299	3.0
3990	IE 28	3.0
3991	IE 32	3.0
3992	IE 33	2.0
3993	IE 41	3.0
3994	IE 144	3.0
3995	IE 151	3.0
3996	IE 163	2.0
3997	IE 171	3.0
3998	IE 195	3.0
3999	IE 242	3.0
4000	IE 243	3.0
4001	IE 245	3.0
4002	IE 271	3.0
4003	IE 281	3.0
4004	IE 371	3.0
4005	IR 205	3.0
4006	IR 226	3.0
4007	IR 236	3.0
4008	IR 242	3.0
4009	IR 281	3.0
4010	IS 272	3.0
4011	IS 293	3.0
4012	IS 298	3.0
4013	IS 299	3.0
4014	Int Jap A	0.0
4015	Intl Stud 299	3.0
4016	Intsik 12	3.0
4017	Intsik 13	3.0
4018	Ital 12	3.0
4019	Ital 13	3.0
4020	Ital 101	3.0
4021	Ital 140	3.0
4022	Italian 16	6.0
4023	Italian 30	3.0
4024	Italian 51	3.0
4025	Italian 61	3.0
4026	Italian 130	3.0
4027	SD 303	3.0
4028	SD 304	3.0
4029	SD 312	3.0
4030	SFA 17	3.0
4031	SFA 21	3.0
4032	SFA 23	3.0
4033	SFA 25	3.0
4034	SFA 31	3.0
4035	SFA 41	3.0
4036	SFA 101	3.0
4037	SFA 103	3.0
4038	SFA 121	3.0
4039	SFA 131	3.0
4040	SFA 133	3.0
4041	SFA 141	3.0
4042	SFA 143	3.0
4043	SFA 145	3.0
4044	SFA 181	3.0
4045	SFA 191	3.0
4046	SFA 193	3.0
4047	SW 110	3.0
4048	SW 120	3.0
4049	SW 121	3.0
4050	SW 130	3.0
4051	SW 132	3.0
4052	SW 134	3.0
4053	SW 141	3.0
4054	SW 143	3.0
4055	SW 145	3.0
4056	SW 146	3.0
4057	SW 198	3.0
4058	SW 199.2	3.0
4059	SW 235	3.0
4060	SW 256	3.0
4061	Soc Sci 203	3.0
4062	Socio 102	3.0
4063	Socio 125	3.0
4064	Socio 128	3.0
4065	Socio 140	3.0
4066	Socio 172	3.0
4067	Socio 181	3.0
4068	Socio 202	3.0
4069	Socio 204	3.0
4070	Socio 228	3.0
4071	Socio 272	3.0
4072	Socio 275	3.0
4073	Span 12	3.0
4074	Span 13	3.0
4075	Span 101	3.0
4076	Span 160	3.0
4077	Span 197	3.0
4078	Spanish 16	6.0
4079	Spanish 30	3.0
4080	Spanish 51	3.0
4081	Spanish 61	3.0
4082	Spanish 130	3.0
4083	Spanish 131	3.0
4084	Speech 110	3.0
4085	Speech 123	3.0
4086	Speech 126	3.0
4087	Speech 132	3.0
4088	Speech 136	3.0
4089	Speech 141	3.0
4090	Speech 142	3.0
4091	Speech 156	3.0
4092	Speech 158	3.0
4093	Speech 183	3.0
4094	Speech 185	3.0
4095	Speech 210	3.0
4096	Speech 230	3.0
4097	Stat 117	3.0
4098	Stat 122	3.0
4099	Stat 125	3.0
4100	Stat 132	3.0
4101	Stat 133	3.0
4102	Stat 136	3.0
4103	Stat 138	4.0
4104	Stat 143	3.0
4105	Stat 149	3.0
4106	Stat 211	3.0
4107	Stat 217	3.0
4108	Stat 218	6.0
4109	Stat 222	3.0
4110	Stat 223	3.0
4111	Stat 224	3.0
4112	Stat 234	3.0
4113	Stat 235	3.0
4114	Stat 243	3.0
4115	Stat 247	3.0
4116	Stat 251	3.0
4117	Stat 252	3.0
4118	Stat 271	3.0
4119	Stat 302	3.0
4120	Stat 303	3.0
4121	Stat 311	3.0
4122	Stat 390	2.0
4123	VC 21	3.0
4124	VC 23	3.0
4125	VC 25	3.0
4126	VC 26.1	3.0
4127	VC 27	3.0
4128	VC 29	3.0
4129	VC 50	3.0
4130	VC 101	3.0
4131	VC 121	3.0
4132	VC 131	3.0
4133	VC 136	3.0
4134	VC 152	3.0
4135	VC 200	3.0
4136	HEEd 224	3.0
4137	HEEd 338	3.0
4138	HEEd 380	3.0
4139	Geog 241	3.0
4140	Geog 245	3.0
4141	Geol 251	4.0
4142	Kas 119	3.0
4143	Kas 150	3.0
4144	Kas 250	3.0
4145	Kas 325	3.0
4146	TM 298	3.0
4147	Tour 145	3.0
4148	AI 297	3.0
4149	ARM 297	3.0
4150	Anthro 275	3.0
4151	Art Stud 104	3.0
4152	Art Stud 109	3.0
4153	Art Stud 130	3.0
4154	Art Stud 172	3.0
4155	Art Stud 176	3.0
4156	Art Stud 180	3.0
4157	Art Stud 271	3.0
4158	PA 207	3.0
4159	PA 212	3.0
4160	PA 264	3.0
4161	PA 283	3.0
4162	PE 2 INT	2.0
4163	PE 2 HB	2.0
4164	PE 2 TMB	2.0
4165	PE 2 MD	2.0
4166	PE 2 BL	2.0
4167	PEd 123.2	3.0
4168	PEd 136.1	3.0
4169	POLSC 132	3.0
4170	POLSC 183	3.0
4171	POLSC 280	3.0
4172	POLSC 332	3.0
4173	Pan Pil 199	3.0
4174	Pan Pil 301	3.0
4175	Pan Pil 370	3.0
4176	Philo 271	3.0
4177	Philo 330	3.0
4178	Philo 371	3.0
4179	Philo 395	3.0
4180	Physics 73.1	1.0
4181	Physics 135	3.0
4182	Physics 286	3.0
4183	Physics 291	3.0
4184	Plan 219	3.0
4185	Plan 242	3.0
4186	Plan 255	3.0
4187	Plan 257	3.0
4188	Psych 199	3.0
4189	Psych 201	3.0
4190	Psych 202	3.0
4191	Psych 203	3.0
4192	Psych 204	3.0
4193	Psych 205	3.0
4194	Psych 206	3.0
4195	Psych 207	3.0
4196	Psych 208	3.0
4197	Psych 209	4.0
4198	Psych 210	3.0
4199	Psych 212	3.0
4200	Psych 220	3.0
4201	Psych 224	3.0
4202	Psych 226	3.0
4203	Psych 249	3.0
4204	Psych 251	3.0
4205	Psych 252	3.0
4206	Psych 260	3.0
4207	Psych 264	3.0
4208	Psych 265	3.0
4209	Psych 266	3.0
4210	Psych 272	3.0
4211	Psych 274	3.0
4212	Psych 278	4.0
4213	Psych 282	3.0
