	course_code	units
1124	D 150	3.0
1125	D 160	3.0
1126	D 170	3.0
1127	D 199	3.0
1128	DBE 302	3.0
1129	DBE 303	3.0
1130	DBE 311	4.0
1131	DBE 397	3.0
1132	DBE 400	6.0
1133	DE 201	3.0
1134	DE 202	3.0
1135	DE 206	3.0
1136	DE 231	3.0
1137	DE 241	3.0
1138	DE 252	3.0
1139	DE 253	3.0
1140	DRMAPS	3.0
1141	DS 301	3.0
1142	DS 396	1.0
1143	DS 397	3.0
1144	DS 399	3.0
1145	DS 400	6.0
1146	Demo 1	3.0
1147	Demo 210	3.0
1148	Demo 211	4.0
1149	Demo 225	4.0
1150	Demo 297.1	3.0
1151	Demo 300	6.0
1152	WD 201	3.0
1153	WD 210	3.0
1154	WD 221	3.0
1155	WD 227	3.0
1156	WD 230	3.0
1157	WD 231	3.0
1158	WD 270	3.0
1159	WD 271	3.0
1160	WD 280	3.0
1161	WD 281	3.0
1162	WD 291	3.0
1163	WD 292	3.0
1164	CD 11	3.0
1165	CD 100	3.0
1166	CD 110	3.0
1167	CD 112	3.0
1168	CD 121	3.0
1169	CD 122	3.0
1170	CD 124	3.0
1171	CD 125	3.0
1172	CD 131	3.0
1173	CD 132	3.0
1174	CD 133	3.0
1175	CD 161	3.0
1176	CD 180	9.0
1177	CD 181	9.0
1178	CD 191	3.0
1179	CD 201	3.0
1180	CD 202	3.0
1181	CD 203	3.0
1182	CD 221	3.0
1183	CD 222	3.0
1184	CD 225	3.0
1185	CD 233	3.0
1186	CD 234	3.0
1187	CD 235	3.0
1188	CD 242	3.0
1189	CD 280	3.0
1190	CD 291	3.0
1191	CD 292	3.0
1192	CE 11	3.0
1193	CE 17	0.0
1194	CE 18	4.0
1195	CE 22	3.0
1196	CE 24	3.0
1197	CE 25	0.0
1198	CE 29	3.0
1199	CE 31	0.0
1200	CE 41	2.0
1201	CE 115	4.0
1202	CE 116	3.0
1203	CE 117	3.0
1204	CE 123	3.0
1205	CE 124	3.0
1206	CE 130	3.0
1207	CE 132	3.0
1208	CE 141	3.0
1209	CE 142	3.0
1210	CE 151	4.0
1211	CE 152	4.0
1212	CE 162	0.0
1213	CE 163	3.0
1214	CE 190	1.0
1215	CE 196	3.0
1216	CE 197	3.0
1217	CE 199	3.0
1218	CE 201	3.0
1219	CE 212	3.0
1220	CE 226	3.0
1221	CE 240	3.0
1222	CE 242	3.0
1223	CE 246	3.0
1224	CE 253	3.0
1225	CE 257	3.0
1226	CE 262	3.0
1227	CE 264	3.0
1228	CE 266	3.0
1229	CE 270	3.0
1230	CE 297	3.0
1231	CE 300	3.0
1232	CE 313	3.0
1233	CE 316	3.0
1234	CE 400	6.0
1235	CL 30	3.0
1236	CL 40	3.0
1237	CL 50	3.0
1238	CL 100	3.0
1239	CL 105	3.0
1240	CL 108	3.0
1241	CL 111	3.0
1242	CL 113	3.0
1243	CL 114	3.0
1244	CL 115	3.0
1245	CL 121	3.0
1246	CL 122	3.0
1247	CL 123	3.0
1248	CL 132	3.0
1249	CL 133	3.0
1250	CL 134	3.0
1251	CL 150	3.0
1252	CL 151	3.0
1253	CL 153	3.0
1254	CL 171	3.0
1255	CL 172	3.0
1256	CL 198	3.0
1257	CL 199	3.0
1258	CL 200	3.0
1259	CL 202	3.0
1260	CL 206	3.0
1261	CL 250	3.0
1262	CL 284	3.0
1263	CL 300	3.0
1264	CL 301	3.0
1265	CL 350	3.0
1266	CL 400	6.0
1267	CRes 101	3.0
1268	CRes 105	3.0
1269	CRes 110	3.0
1270	CRes 115	3.0
1271	CRes 140	3.0
1272	CRes 150	3.0
1273	CRes 160	3.0
1274	CRes 180	3.0
1275	CRes 197	3.0
1276	CRes 199	3.0
1277	CRes 200	3.0
1278	CS 10	3.0
1279	CS 11	3.0
1280	CS 12	3.0
1281	CS 20	3.0
1282	CS 21	4.0
1283	CS 30	3.0
1284	CS 31	3.0
1285	CS 32	4.0
1286	CS 33	4.0
1287	CS 133	3.0
1288	CS 138	3.0
1289	CS 140	4.0
1290	CS 150	3.0
1291	CS 165	4.0
1292	CS 172	3.0
1293	CS 173	3.0
1294	CS 175	3.0
1295	CS 191	3.0
1296	CS 196	1.0
1297	CS 197	3.0
1298	CS 198	3.0
1299	CS 204	3.0
1300	CS 242	3.0
1301	CS 250	3.0
1302	CS 260	3.0
1303	CS 280	3.0
1304	CS 284	3.0
1305	CS 296	1.0
1306	CS 297	3.0
1307	CS 298	3.0
1308	CS 300	3.0
1309	CS 390	3.0
1310	CS 400	6.0
1311	CT 117	4.0
1312	CT 118.1	3.0
1313	CT 124	3.0
1314	CT 127	3.0
1315	CT 137	4.0
1316	CT 199	3.0
1317	CT 200	3.0
1318	CTRA 13	3.0
1319	CTRA 21	3.0
1320	CTech 11	3.0
1321	CTech 14	3.0
1322	CTech 15	3.0
1323	CTech 31	3.0
1324	CTech 101	3.0
1325	CTech 102	3.0
1326	CTech 103	3.0
1327	CW 10	3.0
1328	CW 100	3.0
1329	CW 101	3.0
1330	CW 110	3.0
1331	CW 111	3.0
1332	CW 120	3.0
1333	CW 130	3.0
1334	CW 140	3.0
1335	CW 141	3.0
1336	CW 150	3.0
1337	CW 151	3.0
1338	CW 180	3.0
1339	CW 198	3.0
1340	CW 199	3.0
1341	CW 200	3.0
1342	CW 202	3.0
1343	CW 210	3.0
1344	CW 222	3.0
1345	CW 242	3.0
1346	CW 298	3.0
1347	CW 300	3.0
1348	CW 341	3.0
1349	CWTS 1 CS	3.0
1350	CWTS 1 CHK	3.0
1351	CWTS 1 CSSP	3.0
1352	CWTS 1 SLIS	3.0
1353	CWTS 1 SE	3.0
1354	CWTS 1 Engg	3.0
1355	CWTS 1 CHE	3.0
1356	CWTS 1 CMu	3.0
1357	CWTS 1 CSWCD	3.0
1358	CWTS 1 CMC	3.0
1359	CWTS 1 Arch	3.0
1360	CWTS 1 and 2 VSB	6.0
1361	CWTS 2 CS	3.0
1362	CWTS 2 CHK	3.0
1363	CWTS 2 CSSP	3.0
1364	CWTS 2 CMC	3.0
1365	CWTS 2 NCPAG	3.0
1366	ChE 197	3.0
1367	ChE 220	3.0
1368	ChE 224	3.0
1369	ChE 229	3.0
1370	ChE 231	3.0
1371	ChE 247	3.0
1372	ChE 266	3.0
1373	ChE 296.1	1.0
1374	ChE 300	3.0
1375	ChE 400	3.0
1376	Chem 1	3.0
1377	Chem 16	3.0
1378	Chem 16.1	2.0
1379	Chem 17	3.0
1380	Chem 17.1	2.0
1381	Chem 26	3.0
1382	Chem 26.1	2.0
1383	Chem 28	3.0
1384	Chem 28.1	2.0
1385	Chem 31	3.0
1386	Chem 31.1	2.0
1387	Chem 33	3.0
1388	Chem 40	3.0
1389	Chem 40.1	2.0
1390	Chem 101.1	3.0
1391	Chem 102.2	3.0
1392	Chem 105	3.0
1393	Chem 113	3.0
1394	Chem 145	3.0
1395	Chem 145.1	1.0
1396	Chem 150.1	1.0
1397	Chem 153	3.0
1398	Chem 156	3.0
1399	Chem 196	1.0
1400	Chem 200	2.0
1401	Chem 211	3.0
1402	Chem 213	3.0
1403	Chem 219	3.0
1404	Chem 220	3.0
1405	Chem 220.1	2.0
1406	Chem 230	3.0
1407	Chem 240	3.0
1408	Chem 242	3.0
1409	Chem 250	3.0
1410	Chem 257	3.0
1411	Chem 291	1.0
1412	Chem 292	1.0
1413	Chem 293	1.0
1414	Chem 294	1.0
1415	Chem 295	1.0
1416	Chem 300	3.0
1417	Chem 329	3.0
1418	Chem 359	3.0
1419	Chem 400	6.0
1420	ChemE 2	3.0
1421	ChemE 101	3.0
1422	ChemE 103	1.0
1423	ChemE 104	1.0
1424	ChemE 106	3.0
1425	ChemE 122	3.0
1426	ChemE 128	4.0
1427	ChemE 132	4.0
1428	ChemE 134	3.0
1429	ChemE 135	2.0
1430	ChemE 144	2.0
1431	ChemE 146	0.0
1432	ChemE 151	3.0
1433	ChemE 170	3.0
1434	ChemE 182	3.0
1435	CoE 133	2.0
1436	CoE 134	2.0
1437	CoE 165	3.0
1438	CoE 167	3.0
1439	CoE 168	1.0
1440	CoE 197	3.0
1441	CoE 198	5.0
1442	CoE 199	3.0
1443	Comm 100	3.0
1444	Comm 110	3.0
1445	Comm 120	3.0
1446	Comm 130	3.0
1447	Comm 140	3.0
1448	Comm 141	3.0
1449	Comm 201	3.0
1450	Comm 210	3.0
1451	Comm 212	3.0
1452	Comm 230	3.0
1453	Comm 231	3.0
1454	Comm 233	3.0
1455	Comm 297	3.0
1456	Comm 299	3.0
1457	Comm 300	6.0
1458	Comm 301	3.0
1459	Comm 306	3.0
1460	Comm 372	3.0
1461	Comm 397	3.0
1462	ECE 117	3.0
1463	ECE 165	3.0
1464	ECE 167	3.0
1465	ECE 168	1.0
1466	ECE 197	4.0
1467	ECE 198	5.0
1468	ECE 199	3.0
1469	EDAD 102	3.0
1470	EDAD 201	3.0
1471	EDAD 202	3.0
1472	EDAD 206	3.0
1473	EDAD 211	3.0
1474	EDAD 222	3.0
1475	EDAD 242	3.0
1476	EDAD 310	3.0
1477	EDAD 312	3.0
1478	EDAD 350	3.0
1479	EDAD 351	3.0
1480	EDAD 379	3.0
1481	EDART 115	3.0
1482	EDART 125	3.0
1483	EDART 135	3.0
1484	EDART 165	3.0
1485	EDART 205	3.0
1486	EDART 255	3.0
1487	EDCO 101	3.0
1488	EDCO 102	3.0
1489	EDCO 104	3.0
1490	EDCO 201	3.0
1491	EDCO 202	3.0
1492	EDCO 232	3.0
1493	EDCO 241	3.0
1494	EDCO 270	4.0
1495	EDCO 370	4.0
1496	EDCS 101	3.0
1497	EDCS 211	3.0
1498	EDCS 217	3.0
1499	EDCS 221	3.0
1500	EDCS 301	3.0
1501	EDCS 305	3.0
1502	EDCS 308	3.0
1503	EDFD 116	3.0
1504	EDFD 120	3.0
1505	EDFD 121	3.0
1506	EDFD 140	3.0
1507	EDFD 141	3.0
1508	EDFD 147	3.0
1509	EDFD 149	3.0
1510	EDFD 201	3.0
1511	EDFD 202	3.0
1512	EDFD 205	3.0
1513	EDFD 221	3.0
1514	EDFD 225	3.0
1515	EDFD 231	3.0
1516	EDFD 241	3.0
1517	EDFD 243	3.0
1518	EDFD 245	3.0
1519	EDFD 247	3.0
1520	EDFD 301	3.0
1521	EDFD 317	3.0
1522	EDFD 332	3.0
1523	EDFD 341	3.0
1524	EDFD 342	3.0
1525	EDH 100	3.0
1526	EDH 101	3.0
1527	EDH 115	3.0
1528	EDH 120	3.0
1529	EDH 125	3.0
1530	EDH 130	3.0
1531	EDH 140	3.0
1532	EDH 204	3.0
1533	EDL 105	3.0
1534	EDL 106	3.0
1535	EDL 111	3.0
1536	EDL 112	3.0
1537	EDL 113	3.0
1538	EDL 121	3.0
1539	EDL 122	3.0
1540	EDL 125	3.0
1541	EDL 131	3.0
1542	EDL 132	3.0
1543	EDL 140	3.0
1544	EDL 141	3.0
1545	EDL 142	3.0
1546	EDL 201	3.0
1547	EDL 205	3.0
1548	EDL 221	3.0
1549	EDL 251	3.0
1550	EDL 261	3.0
1551	EDL 305	3.0
1552	EDL 351	3.0
1553	EDLit 101	3.0
1554	EDLit 122	3.0
1555	EDLit 123	3.0
1556	EDLit 152	3.0
1557	EDLit 169	3.0
1558	EDLit 189	3.0
1559	EDNFE 221	3.0
1560	EDR 201	3.0
1561	EDR 210	3.0
1562	EDR 221	3.0
1563	EDR 235	3.0
1564	EDR 251	3.0
1565	EDR 255	3.0
1566	EDR 305	3.0
1567	EDR 330	3.0
1568	EDR 335	3.0
1569	EDRE 101	3.0
1570	EDRE 146	3.0
1571	EDRE 201	3.0
1572	EDRE 203	3.0
1573	EDRE 217	3.0
1574	EDRE 231	3.0
1575	EDRE 232	3.0
1576	EDRE 246	3.0
1577	EDRE 261	3.0
1578	EDRE 275	3.0
1579	EDRE 301	3.0
1580	EDRE 302	3.0
1581	EDRE 331	3.0
1582	EDRE 371	3.0
1583	EDRE 375	3.0
1584	EDSC 101	3.0
1585	EDSC 103	3.0
1586	EDSC 106	3.0
1587	EDSC 111	3.0
1588	EDSC 121	3.0
1589	EDSC 124	3.0
1590	EDSC 152	3.0
1591	EDSC 162	3.0
1592	EDSC 172	3.0
1593	EDSC 213	3.0
1594	EDSC 221	3.0
1595	EDSC 226	3.0
1596	EDSC 244.1	3.0
1597	EDSC 274	3.0
1598	EDSC 311	3.0
1599	EDSC 370	3.0
1600	EDSP 101	3.0
1601	EDSP 102	3.0
1602	EDSP 111	3.0
1603	EDSP 112	3.0
1604	EDSP 113	3.0
1605	EDSP 126	3.0
1606	EDSP 127	3.0
1607	EDSP 130	3.0
1608	EDSP 202	3.0
1609	EDSP 205	3.0
1610	EDSP 211	3.0
1611	EDSP 224	3.0
1612	EDSP 229	3.0
1613	EDSP 241	3.0
1614	EDSP 302	3.0
1615	EDSP 324	3.0
1616	EDSSE 105	3.0
1617	EDSSE 161	3.0
1618	EDSSE 231	3.0
1619	EDSSE 233	3.0
1620	EDTECH 101	3.0
1621	EDTECH 210	3.0
1622	EDTECH 212	3.0
1623	EDTECH 214	3.0
1624	EDTECH 215	3.0
1625	EDTECH 270	3.0
1626	EDTEG 201	3.0
1627	EDTEG 211	3.0
1628	EDTEG 231	3.0
1629	EDUC 100	3.0
1630	EDUC 102	3.0
1631	EDUC 111	3.0
1632	EDUC 180	8.0
1633	EDUC 181	2.0
1634	EDUC 186	3.0
1635	EDUC 190	3.0
1636	EDUC 193	3.0
1637	EDUC 280	3.0
1638	EDUC 290	3.0
1639	EDUC 292	3.0
1640	EDUC 293	3.0
1641	EDUC 300	3.0
1642	EDUC 383	3.0
1643	EDUC 400	6.0
1644	EE 165	3.0
1645	EE 167	3.0
1646	EE 168	1.0
1647	EE 197	3.0
1648	EE 198	5.0
1649	EE 199	3.0
1650	EE 214	3.0
1651	EE 217	3.0
1652	EE 220	4.0
1653	EE 226	4.0
1654	EE 231	3.0
1655	EE 236	3.0
1656	EE 241	3.0
1657	EE 242	3.0
1658	EE 251	3.0
1659	EE 252	3.0
1660	EE 255	3.0
1661	EE 270	3.0
1662	EE 274	3.0
1663	EE 290	3.0
1664	EE 296	1.0
1665	EE 298	3.0
1666	EE 300	3.0
1667	EE 359	3.0
1668	EE 400	3.0
1669	EEE 1	4.0
1670	EEE 3	3.0
1671	EEE 111	3.0
1672	EEE 113	3.0
1673	EEE 118	1.0
1674	EEE 131	3.0
1675	EEE 133	3.0
1676	EEE 135	3.0
1677	EEE 137	3.0
1678	EEE 138	1.0
1679	EEE 151	3.0
1680	EEE 153	3.0
1681	EEE 155	3.0
1682	EEE 157	3.0
1683	EEE 158	1.0
1684	EEE 190	2.0
1685	EEE 196	4.0
1686	EEdu 121	3.0
1687	EL 50	3.0
1688	EL 170	3.0
1689	EL 172	3.0
1690	EL 174	3.0
1691	EL 180	3.0
1692	EL 181	3.0
1693	EL 197	3.0
1694	EL 199	3.0
1695	EL 200	3.0
1696	EM 10	3.0
1697	EM 91	3.0
1698	EM 151	5.0
1699	EM 171	3.0
1700	EM 172	3.0
1701	EM 190	1.0
1702	EM 197	3.0
1703	ES 1	2.0
1704	ES 15	3.0
1705	ES 26	3.0
1706	ES 101	0.0
1707	ES 102	3.0
1708	ES 201	3.0
1709	ES 204	3.0
1710	ES 230	3.0
1711	ES 251	3.0
1712	Econ 11	0.0
1713	Econ 100.1	0.0
1714	Econ 100.2	0.0
1715	Econ 101	4.0
1716	Econ 102	4.0
1717	Econ 106	3.0
1718	Econ 118	3.0
1719	Econ 121	3.0
1720	Econ 123	3.0
1721	Econ 131	4.0
1722	Econ 141	3.0
1723	Econ 151	3.0
1724	Econ 153	3.0
1725	Econ 161	3.0
1726	Econ 162	3.0
1727	Econ 171	3.0
1728	Econ 178	3.0
1729	Econ 186	3.0
1730	Econ 190.1	3.0
1731	Econ 190.2	3.0
1732	Econ 198	3.0
1733	Econ 199	3.0
1734	Econ 201	3.0
1735	Econ 202	3.0
1736	Econ 206	3.0
1737	Econ 207	3.0
1738	Econ 221	3.0
1739	Econ 231	3.0
1740	Econ 252	3.0
1741	Econ 293	3.0
1742	Econ 295	3.0
1743	Econ 299	3.0
1744	Econ 300	3.0
1745	Econ 302	3.0
1746	Econ 400	6.0
1747	EDUC 101	3.0
1748	EgyE 201	3.0
1749	EgyE 205	1.0
1750	EgyE 211	3.0
1751	EgyE 222	3.0
1752	EgyE 223	3.0
1753	EgyE 225	3.0
1754	EgyE 231	3.0
1755	EgyE 251	3.0
1756	EgyE 290	3.0
1757	EgyE 296	1.0
1758	EgyE 297	3.0
1759	EgyE 300	3.0
1760	EgyE 321	3.0
1761	EgyE 332	3.0
1762	EgyE 400	3.0
1763	EnE 31	3.0
1764	EnE 202	3.0
1765	EnE 203	4.0
1766	EnE 205	3.0
1767	EnE 210	3.0
1768	EnE 213	3.0
1769	EnE 214	3.0
1770	EnE 215	3.0
1771	EnE 253	3.0
1772	EnE 260	3.0
1773	EnE 270	3.0
1774	EnE 280	3.0
1775	EnE 281	3.0
1776	EnE 282	3.0
1777	EnE 283	3.0
1778	EnE 296	1.0
1779	EnE 298	3.0
1780	EnE 300	6.0
1781	EnE 302	3.0
1782	EnE 304	3.0
1783	EnE 372	3.0
1784	EnE 382	3.0
1785	EnE 400	12.0
1786	Eng 1	3.0
1787	Eng 11	3.0
1788	Eng 12	3.0
1789	Eng 13	3.0
1790	Eng 21	3.0
1791	Eng 22	3.0
1792	Eng 23	3.0
1793	Eng 30	3.0
1794	Eng 41	3.0
1795	Eng 42	3.0
1796	Eng 100	3.0
1797	Eng 102	3.0
1798	Eng 103	3.0
1799	Eng 104	3.0
1800	Eng 117	3.0
1801	Eng 119	3.0
1802	Eng 127	3.0
1803	Eng 131	3.0
1804	Eng 144	3.0
1805	Eng 147	3.0
1806	Eng 191	3.0
1807	Eng 199	3.0
1808	Eng 200	3.0
1809	Eng 204	3.0
1810	Eng 206	3.0
1811	Eng 208	3.0
1812	Eng 295	3.0
1813	Eng 299	3.0
1814	Eng 300	3.0
1815	Eng 310	3.0
1816	Eng 357	3.0
1817	Eng 360	3.0
1818	Eng 364	3.0
1819	Engg 150	3.0
1820	Env Sci 1	3.0
1821	Env Sci 201	3.0
1822	Env Sci 211	3.0
1823	Env Sci 212	3.0
1824	Env Sci 225.1	1.0
1825	Env Sci 227	3.0
1826	Env Sci 232.1	1.0
1827	Env Sci 233	3.0
1828	Env Sci 271	3.0
1829	Env Sci 271.1	1.0
1830	Env Sci 282	3.0
1831	Env Sci 296	1.0
1832	Env Sci 297	3.0
1833	Env Sci 300	3.0
1834	Env Sci 400	3.0
1835	Ethics 1	3.0
1836	MBB 1	3.0
1837	MBB 10	3.0
1838	MBB 126	3.0
1839	MBB 126.1	2.0
1840	MBB 130	5.0
1841	MBB 140	3.0
1842	MBB 142	5.0
1843	MBB 180	5.0
1844	MBB 195	3.0
1845	MBB 200	2.0
1846	MBB 201	3.0
1847	MBB 202	3.0
1848	MBB 215	3.0
1849	MBB 221	3.0
1850	MBB 230	3.0
1851	MBB 260	3.0
1852	MBB 280	3.0
1853	MBB 289	3.0
1854	MBB 294	1.0
1855	MBB 296	1.0
1856	MBB 300	3.0
1857	MBB 310	3.0
1858	MBB 390	3.0
1859	MBB 395	4.0
1860	ME 1	3.0
1861	ME 11	4.0
1862	ME 31	1.0
1863	ME 61	4.0
1864	ME 63	3.0
1865	ME 71	3.0
1866	ME 100	2.0
1867	ME 133	3.0
1868	ME 146	4.0
1869	ME 152	4.0
1870	ME 154	3.0
1871	ME 155	2.0
1872	ME 163	4.0
1873	ME 188	4.0
1874	ME 190	2.0
1875	ME 195	3.0
1876	ME 197	3.0
1877	ME 226	3.0
1878	ME 258	3.0
1879	ME 267	3.0
1880	ME 287	3.0
1881	ME 298	3.0
1882	ME 300	3.0
1883	METEO 400	6.0
1884	MICROBIO 300	3.0
1885	MMME 14	4.0
1886	MMME 21	3.0
1887	MPs 10	3.0
1888	MPs 110	3.0
1889	MPs 115	3.0
1890	MPs 161	3.0
1891	MPs 171	3.0
1892	MPs 173	3.0
1893	MPs 174	3.0
1894	MPs 177	3.0
1895	MPs 179	3.0
1896	MPs 198	3.0
1897	MPs 200	3.0
1898	MPs 210	3.0
1899	MPs 215	3.0
1900	MPs 225	3.0
1901	MPs 230	3.0
1902	MPs 300	6.0
1903	MPs 301	3.0
1904	MPs 302	3.0
1905	MPs 397	3.0
1906	MPs 399	3.0
1907	MPs 400	6.0
1908	MS 1	3.0
1909	MS 101	3.0
1910	MS 102	3.0
1911	MS 201	3.0
1912	MS 210	3.0
1913	MS 220	3.0
1914	MS 255	3.0
1915	MS 256	3.0
1916	MS 270	3.0
1917	MS 283	3.0
1918	MS 300	3.0
1919	MS 385	3.0
1920	MS 395	4.0
1921	MS 396	1.0
1922	MS 397	3.0
1923	MS 398	3.0
1924	MS 400	12.0
1925	MSE 201	3.0
1926	MSE 211	1.0
1927	MSE 214	1.0
1928	MSE 217	1.0
1929	MSE 225	3.0
1930	MSE 231	3.0
1931	MSE 241	3.0
1932	MSE 245	3.0
1933	MSE 251	3.0
1934	MSE 266	3.0
1935	MSE 267	3.0
1936	MSE 268	3.0
1937	MSE 282	3.0
1938	MSE 296	1.0
1939	MSE 298	3.0
1940	MSE 300	3.0
1941	MSE 400	3.0
1942	MatE 11	3.0
1943	MatE 21	3.0
1944	MatE 22	4.0
1945	MatE 101	4.0
1946	MatE 161	3.0
1947	MatE 165	3.0
1948	MatE 165.1	2.0
1949	MatE 171	3.0
1950	MatE 180	4.0
1951	MatE 185	3.0
1952	MatE 190	2.0
1953	MatE 194	5.0
1954	MatE 200	2.0
1955	Math 2	3.0
1956	Math 10	3.0
1957	Math 20	4.0
1958	Math 21	4.0
1959	Math 22	4.0
1960	Math 23	4.0
1961	Math 30	3.0
1962	Math 40	3.0
1963	Math 108	4.0
1964	Math 110.1	3.0
1965	Math 110.2	3.0
1966	Math 110.3	3.0
1967	Math 117	3.0
1968	Math 122	3.0
1969	Math 123.1	3.0
1970	Math 123.2	3.0
1971	Math 126	3.0
1972	Math 128	3.0
1973	Math 133	3.0
1974	Math 140	3.0
1975	Math 142	3.0
1976	Math 147	3.0
1977	Math 150.1	3.0
1978	Math 150.2	3.0
1979	Math 162	3.0
1980	Math 164	3.0
1981	Math 166	3.0
1982	Math 171	3.0
1983	Math 180.1	3.0
1984	Math 197	3.0
1985	Math 200	3.0
1986	Math 201	3.0
1987	Math 202.1	3.0
1988	Math 203	3.0
1989	Math 205	3.0
1990	Math 208	3.0
1991	Math 209.1	3.0
1992	Math 210.1	3.0
1993	Math 211	3.0
1994	Math 217	3.0
1995	Math 220.1	3.0
1996	Math 221	3.0
1997	Math 228	3.0
1998	Math 229	3.0
1999	Math 236	3.0
2000	Math 240	3.0
2001	Math 243	3.0
2002	Math 246	3.0
2003	Math 250	3.0
2004	Math 260	3.0
2005	Math 261	3.0
2006	Math 271.1	3.0
2007	Math 280	3.0
2008	Math 290	3.0
2009	Math 294	3.0
2010	Math 296	1.0
2011	Math 297	3.0
2012	Math 300	3.0
2013	Math 400	6.0
2014	Media 210	3.0
2015	Media 220	3.0
2016	Media 230	3.0
2017	Media 240	3.0
2018	Media 250	3.0
2019	Media 300	6.0
2020	Media 301	3.0
2021	Media 302	3.0
2022	Media 303	3.0
2023	Media 304	3.0
2024	Media 399	3.0
2025	MetE 11	2.0
2026	MetE 16	3.0
2027	MetE 17	3.0
2028	MetE 17.1	1.0
2029	MetE 19	3.0
2030	MetE 20	3.0
2031	MetE 127	3.0
2032	MetE 127.1	1.0
2033	MetE 143	3.0
2034	MetE 177	3.0
2035	MetE 177.1	1.0
2036	MetE 191	3.0
2037	MetE 194	3.0
2038	MetE 199	3.0
2039	MetE 217	3.0
2040	MetE 221	3.0
2041	MetE 300	3.0
2042	Meteo 101	3.0
2043	Meteo 201	4.0
2044	Meteo 203	3.0
2045	Meteo 206	3.0
2046	Meteo 211	3.0
2047	Meteo 213	3.0
2048	Meteo 221	4.0
2049	Meteo 225	3.0
2050	Meteo 296	1.0
2051	Meteo 300	3.0
2052	Microbio 211	3.0
2053	Microbio 221	3.0
2054	Microbio 241	3.0
2055	Microbio 261	3.0
2056	Microbio 281	3.0
2057	Microbio 296	1.0
2058	Microbio 299	2.0
2059	MuC 10	3.0
2060	MuC 100	3.0
2061	MuC 120-B	3.0
2062	MuC 120-O	3.0
2063	MuC 120-C	3.0
2064	MuC 130-C	3.0
2065	MuC 140-C	3.0
2066	MuC 140-B	3.0
2067	MuC 160-C	3.0
2068	MuC 160-B	3.0
2069	MuC 170-C	3.0
2070	MuD 1	3.0
2071	MuD 100	3.0
2072	MuD 101	3.0
2073	MuD 120	3.0
2074	MuD 140	3.0
2075	MuD 160	3.0
2076	MuD 171	2.0
2077	MuD 180	2.0
2078	MuD 182	3.0
2079	MuD 190	2.0
2080	MuD 191	3.0
2081	MuD 195	3.0
2082	MuEd 100	3.0
2083	MuEd 105	3.0
2084	MuEd 110 STG	3.0
2085	MuEd 115	3.0
2086	MuEd 125	3.0
2087	MuEd 130	3.0
2088	MuEd 140	3.0
2089	MuEd 142	3.0
2090	MuEd 143	3.0
2091	MuEd 146	3.0
2092	MuEd 191	3.0
2093	MuEd 196	3.0
2094	MuEd 197	3.0
2095	MuEd 230	3.0
2096	MuK 100	3.0
2097	MuK 120	3.0
2098	MuK 130	3.0
2099	MuK 140	3.0
2100	MuK 150	3.0
2101	MuK 160	3.0
2102	MuK 170	3.0
2103	MuK 173	3.0
2104	MuK 183	3.0
2105	MuK 190	3.0
2106	MuK 210	3.0
2107	MuL 8	3.0
2108	MuL 9	3.0
2109	MuL 10	3.0
2110	MuL 12	3.0
2111	MuL 13	3.0
2112	MuL 14	3.0
2113	MuL 100	3.0
2114	MuL 132	3.0
2115	MuL 135	3.0
2116	MuL 150	3.0
2117	MuL 193	3.0
2118	MuL 198	3.0
2119	MuL 199	3.0
2120	MuL 201 COND	3.0
2121	MuL 210	3.0
2122	MuL 243	3.0
2123	MuL 300	6.0
2124	MuP 11 BR Trb	3.0
2125	MuP 11 BR Eup	3.0
2126	MuP 11 PIC Trp	3.0
2127	MuP 11 BR Tu	3.0
2128	MuP 11 BR Fr	3.0
2129	MuP 11 KT	3.0
2130	MuP 11 Ku	3.0
2131	MuP 11 Ka	3.0
2132	MuP 11 AL	3.0
2133	MuP 11 CI	3.0
2134	MuP 11 PERC	3.0
2135	MuP 11 PNO	3.0
2136	MuP 11 OR	3.0
2137	MuP 11 Ha	3.0
2138	MuP 11 STG Gtr	3.0
2139	MuP 11 STG Hrp	3.0
2140	MuP 11 STG Va	3.0
2141	MuP 11 STG Vn	3.0
2142	MuP 11 STG Ce	3.0
2143	MuP 11 VMT	3.0
2144	MuP 11 WWD Ob	3.0
2145	MuP 11 WWD Rec	3.0
2146	MuP 11 WWD Bas	3.0
2147	MuP 11 WWD Fl	3.0
2148	MuP 21 KT	3.0
2149	MuP 21 Ku	3.0
2150	MuP 21 PNO	3.0
2151	MuP 21 Ha	3.0
2152	MuP 21 VMT	3.0
2153	MuP 31 KT	3.0
2154	MuP 31 Ku	3.0
2155	MuP 31 Ka	3.0
2156	MuP 31 AL	3.0
2157	MuP 31 CI	3.0
2158	MuP 31 PNO	3.0
2159	MuP 31 OR	3.0
2160	MuP 31 Ha	3.0
2161	MuP 31 STG Gtr	3.0
2162	MuP 31 STG Ce	3.0
2163	MuP 31 VMT	1.0
2164	MuP 41 BR Eup	3.0
2165	MuP 41 PNO	3.0
2166	MuP 41 STG Vn	3.0
2167	MuP 41 VMT	3.0
2168	MuP 41 PIC Fl	3.0
2169	MuP 51 BR Eup	3.0
2170	MuP 51 PNO	3.0
2171	MuP 51 WWD Fl	3.0
2172	MuP 61 PNO	3.0
2173	MuP 100 BR Trb	3.0
