course_code,course_title,offering_unit,units,timeslot,venue,instructor
POLSC 126,Philippine Political Thought,PolSci,3.0,WF 1-2:30PM,AVR,"GO, JAN ROBERT"
POLSC 130,Introduction to Comparative Politics,PolSci,3.0,TTh 8:30-10AM,PH 324-326,"VALENCIANO, ALETHEIA KERYGMA"
POLSC 131,Southeast Asian Politics,PolSci,3.0,TTh 4-5:30PM,PH 224,"ESTRADA, LUIS GABRIEL ALFONSO"
POLSC 133,European Politics,PolSci,3.0,WF 10-11:30AM,AVR,"ATIENZA, MARIA ELA"
POLSC 139,Politics of Change,PolSci,3.0,WF 2:30-4PM,Conference Room,"ARUGAY, ARIES"
POLSC 143,Readings in Comparative Politics,PolSci,3.0,WF 4-5:30PM,Conference Room,"REYES, DANILO"
POLSC 151,The Philippine Executive,"PolSci, PolSci",3.0,TTh 1-2:30PM,AVR,"PANAO, ROGELIO ALICOR"
POLSC 153,The Philippine Judicial System,PolSci,3.0,WF 4-5:30PM,AVR,"BAGA, NOEL"
POLSC 153,The Philippine Judicial Process,PolSci,3.0,WF 4-5:30PM,AVR,"BAGA, NOEL"
POLSC 157,Special Topics in Philippine Politics,PolSci,3.0,WF 1-2:30PM,PH 230,"MENDOZA, MARIA ELIZE"
POLSC 180,Introduction to International Relations,PolSci,3.0,TTh 8:30-10AM,AVR,"MALLARI, AARON ABEL"
POLSC 181,Philippine Foreign Policy,PolSci,3.0,TTh 1-2:30PM,PH 224,"IBARRA, EDCEL JOHN"
POLSC 184,Diplomatic and Consular Practice,PolSci,3.0,TTh 10-11:30AM,AVR,"IBARRA, EDCEL JOHN"
POLSC 185,Public International Law,PolSci,3.0,TTh 11:30AM-1PM,AVR,"PIASENTINI, MATTEO"
POLSC 188,International Political Economy: Theories and Issues,PolSci,3.0,TTh 1-2:30PM,PH 124,"ROBLES, MA THERESA ANNA"
POLSC 199,Research in Political Science,PolSci,3.0,TTh 11:30AM-1PM,Conference Room,"PANAO, ROGELIO ALICOR"
POLSC 199,Research Design in Political Science,PolSci,3.0,TTh 11:30AM-1PM,Conference Room,"PANAO, ROGELIO ALICOR"
POLSC 200,Undergraduate Thesis,PolSci,3.0,TBA,,TBA
POLSC 201,Analysis of Philippine Politics,PolSci,3.0,Th 5:30-8:30PM,AVR,"GO, JAN ROBERT"
POLSC 210,Advanced Political Analysis,PolSci,3.0,T 5:30-8:30PM,AVR,"ZIALCITA, JEAN PAUL"
POLSC 211,Advanced Qualitative Methods in Political Science,PolSci,3.0,Th 5:30-8:30PM,Conference Room,"FRANCO, JEAN"
POLSC 252,Contemporary Philippine Legislative Politics,PolSci,3.0,W 5:30-8:30PM,PH 109,"LUSTERIO-RICO, RUTH"
POLSC 270,Theories in Comparative Politics,PolSci,3.0,S 9AM-12PM,Conference Room,"FRAGO-MARASIGAN, PERLITA"
POLSC 275,"Seminar in Political Parties, Elections, and Interest Groups",PolSci,3.0,W 4-7PM,TBA,"TADEM, TERESA"
POLSC 283,International Political Economy,PolSci,3.0,W 5:30-8:30PM,PH 124,"ROBLES, MA THERESA ANNA"
POLSC 299,Research Seminar in Political Science,PolSci,3.0,Th 5:30-8:30PM,Seminar Room,"ATIENZA, MARIA ELA"
POLSC 300,Master's Thesis,PolSci,6.0,TBA,,TBA
POLSC 301,Issues in Philippine Politics,PolSci,3.0,M 5:30-8:30PM,DPS 326,CONCEALED
PS 21,"Wika, Panitikan, at Kultura sa Ilalim ng Batas Militar sa Pilipinas",DFPP,3.0,TTh 1-2:30PM,PH 1201,"AGUILA, REUEL"
PS 201,The Philippines in Asia and the Pacific,"AC, PSP",3.0,T 5-8PM,TBA,"SANTARITA, JOEFE"
PS 202,Theories and Perspectives in Philippine Studies,"AC, PSP",3.0,F 5-8PM,TBA,"NATIVIDAD, MARIA DULCE"
PS 212,"Filipino Identities: Formations, Contestations, and Change","PSP, AC",3.0,W 5-8PM,TBA,"CELERO, JOCELYN"
PS 213,Filipino Inter-Cultural Encounters and Diaspora,"AC, PSP",3.0,S 1-4PM,TBA,"SANTAMARIA, MATTHEW"
PS 215,Special Topics in Philippine Socio-cultural Studies,"AC, PSP",3.0,S 9AM-12PM,TBA,"SANTAMARIA, MATTHEW"
PS 220,Theories of Development,"AC, PSP",3.0,M 5-8PM,TBA,"RAQUIZA, ANTOINETTE"
PS 222,National and Local Perspectives in Philippine Development,"PSP, AC",3.0,F 5-8PM,TBA,"PALMA, ALEXANDER MICHAEL"
PS 225,Special Topics in Philippine Development,"AC, PSP",3.0,M 5-8PM,TBA,"PALMA, ALEXANDER MICHAEL"
PS 231,Philippine Relations with East Asia and Selected Regions and Countries,"AC, PSP",3.0,F 5-8PM,TBA,"CELERO, JOCELYN"
PS 233,Alternative Futures for Philippine Foreign Policy,"PSP, AC",3.0,F 5-8PM,TBA,"SEVILLA, HENELITO"
PS 235,Special Topics in Philippine Foreign Relations,"AC, PSP",3.0,S 9AM-12PM,TBA,"PALUMBARIT, MICHELLE; RABENA, AARON"
PS 298.1,Independent Study on Philippine Socio-cultural Studies,"AC, PSP",3.0,Th 5-8PM,TBA,"NATIVIDAD, MARIA DULCE"
PS 299,Research Methods,"AC, PSP",3.0,S 9AM-12PM,TBA,"NATIVIDAD, MARIA DULCE"
PS 300,Master's Thesis,"PSP, AC",6.0,TBA,,"PSP, PSP"
PS 301,Perspectives in Philippine Studies,"PSP, AC",3.0,F 5-8PM,TBA,"LOPEZ, ARIEL; MORATILLA, NOEL CHRISTIAN"
PS 302,Theory in Philippine Studies,"PSP, AC",3.0,W 5-8PM,TBA,"RODRIGUEZ, MARY JANE"
PS 398,Directed Readings,"AC, PSP",3.0,Th 5-8PM,TBA,"KIMUELL-GABRIEL, NANCY"
PS 399,Research Methods in Philippine Studies,"PSP, AC",3.0,T 5-8PM,TBA,"OCAMPO, LOU ANGELI"
PS 400,Doctoral Dissertation,"AC, PSP",12.0,TBA,,"PSP, PSP"
Pan Pil 17,Panitikan at Kulturang Popular,DFPP,3.0,TTh 2:30-4PM,CAL 209,"MORALES, DEIDRE"
Pan Pil 19,"Sexwalidad, Kasarian at Panitikan",DFPP,3.0,TTh 1-2:30PM,CAL 402,"NERI, BERNADETTE"
Pan Pil 101,Teorya ng Panitikan,DFPP,3.0,TTh 1-2:30PM,CAL 408,"SY, JOSE MONFRED"
Pan Pil 103,Panitikan ng mga Rehiyon sa Pilipinas,DFPP,3.0,TTh 2:30-4PM,CAL 403,"SANTOS, JOHN CARLO"
Pan Pil 105,Kasaysayang Pampanitikan,DFPP,3.0,TTh 2:30-4PM,CAL 406,"HERNANDO, PAULINE MARI"
Pan Pil 110,Panunuring Pampanitikan ng Pilipinas,DFPP,3.0,WF 1-2:30PM,CAL 401,"ANDRADA, MICHAEL FRANCIS"
Pan Pil 121,Panitikan ng Pilipinas Mula 1898 Hanggang 1945,DFPP,3.0,WF 2:30-4PM,TBA,"MORALES, DEIDRE"
Pan Pil 130,Panitikang Oral ng Pilipinas,DFPP,3.0,TTh 5:30-7PM,CAL 403,"SANTOS, JOHN CARLO"
Pan Pil 161,Dula ng Pilipinas,DFPP,3.0,TTh 11:30AM-1PM,CAL 209,"GONZALES, VLADIMEIR"
Pan Pil 165,Panitikang Pambata,DFPP,3.0,TTh 10-11:30AM,CAL 403,"EVASCO, EUGENE"
Pan Pil 175,Panitikan at Relihiyon sa Pilipinas,DFPP,3.0,TTh 1-2:30PM,CAL 406,"HERNANDO, PAULINE MARI"
Pan Pil 180,Ugnayang Pampanitikan ng Pilipinas at Timog Silangang Asya,DFPP,3.0,WF 2:30-4PM,CAL 209,"MORALES, DEIDRE"
Pan Pil 181,Ugnayang Pampanitikan ng Pilipinas at Amerika Latina,DFPP,3.0,TTh 2:30-4PM,PH 216-218,"PANGILINAN, SHARON ANNE"
Pan Pil 190,Panitikan at Lipunan,DFPP,3.0,TTh 2:30-4PM,CAL 210,"SALANGA-TORRALBA, ELYRAH"
Pan Pil 197,Natatanging Paksa,DFPP,3.0,WF 4-5:30PM,CAL 405,"RODRIGUEZ, ROMMEL"
Pan Pil 210,Panunuring Pampanitikan ng Pilipinas,DFPP,3.0,F 5-8PM,PH 210,"BARBAZA, PENAFRANCIA RANIELA"
Pan Pil 220,Panitikan ng Pilipinas sa Dantaon 19,DFPP,3.0,T 5:30-8:30PM,CAL 406,"HERNANDO, PAULINE MARI"
Pan Pil 222,Panitikan ng Pilipinas sa Kasalukuyang Panahon (mula 1960-),DFPP,3.0,Th 4-7PM,TBA,"REYES, PEDRO JUN"
Pan Pil 230,Panitikang Oral ng Pilipinas,DFPP,3.0,S 5-8PM,PH 1201,"BARBAZA, PENAFRANCIA RANIELA"
Pan Pil 245,Panitikang Pangasinense,DFPP,3.0,M 5-8PM,PH 1206-1208,"FLORES, MA. CRISANTA"
Pan Pil 260,Panulaan ng PIlipinas,DFPP,3.0,S 1-4PM,PH 1202-1204,"DFPP, DFPP"
Pan Pil 261,Dula ng Pilipinas,DFPP,3.0,F 5-8PM,PH 1201,"ATIENZA, GLECY"
Pan Pil 265,Ang Tradisyon ni Balagtas sa Panitikan ng Pilipinas,DFPP,3.0,M 5-8PM,CAL 209,"ZAFRA, GALILEO"
Pan Pil 290,Panitikan at Lipunan,DFPP,3.0,Th 5-8PM,CAL 401,"ANDRADA, MICHAEL FRANCIS"
Pan Pil 304,Mga Teorya sa Pagbuo ng Pambansang Panitikan,DFPP,3.0,W 5-8PM,PH 210,"BARBAZA, PENAFRANCIA RANIELA"
Pan Pil 330,Panitikang Bayan ng Pilipinas,DFPP,3.0,Th 5:30-8:30PM,PH 1202-1204,"RODRIGUEZ, MARY JANE"
Pan Pil 340,Rehiyunal na Panitikan sa Pilipinas,DFPP,3.0,T 5-8PM,PH 112,"DFPP, DFPP"
Pan Pil 399,Pananaliksik,DFPP,3.0,S 9AM-12PM,CAL 210,"DFPP, DFPP"
Pan Pil 400,Disertasyon,DFPP,6.0,M 7-10AM,TBA,TBA
Perf. Stud. 397,Special Topics,DSCTA,3.0,T 4-7PM,PH 3213-3215,"PINEDA, ROSELLE"
Perf. Stud. 399,Research,DSCTA,3.0,Th 4-7PM,TBA,"SERQUIÑA, OSCAR"
Persyan 10,Elementaring Persyan I (Elementary Persian I),Lingg,3.0,TTh 2:30-4PM,CSSP H&W Center,TBA
Persyan 11,Elementaring Persyan II (Elementary Persian II),Lingg,3.0,TTh 4-5:30PM,CSSP H&W Center,TBA
Phil Stud 101,Oryentasyon at Lapit na Interdisiplinari sa Araling Pilipino,DFPP,3.0,S 5-8PM,PH 1202-1204,"MANZANO, JOANNE"
Phil Stud 193,"Seminar sa Kultura, Lipunan at Ekonomiyang Pilipino",DFPP,3.0,TTh 4-5:30PM,CAL 405,"MANZANO, JOANNE"
Phil Stud 197,Natatanging Paksa,DFPP,3.0,WF 1-2:30PM,PH 1206-1208,"KIMUELL-GABRIEL, NANCY"
Phil Stud 199,Mga Lapit sa Araling Pilipino,DFPP,3.0,TTh 5:30-7PM,TBA,"RODRIGUEZ, MARY JANE"
Phil Stud 200,Tesis,DFPP,3.0,TTh 7-8:30AM,TBA,TBA
Philo 1,Philosophical Analysis,Philo,3.0,M 9AM-12PM,Seminar Room 1,"DE JESUS, INGRID MAE"
Philo 10,Approaches to Philosophy,Philo,3.0,S 1-4PM,Seminar Room 2,"DE JESUS, INGRID MAE"
Philo 12,Intermediate Logic,Philo,3.0,WF 2:30-4PM,Seminar Room 1,"AGPAOA, JERWIN"
Philo 111,Medieval Philosophy,Philo,3.0,WF 4-5:30PM,PH 317,"FRANCO, GERALD PIO"
Philo 113,Contemporary Philosophy,Philo,3.0,TTh 8:30-10AM,Bioethics Room,"CENTENO-LUMAGBAS, LILYBETH"
Philo 120,Philosophical Reasoning,Philo,3.0,TTh 2:30-4PM,PH 222,"CHUACUCO, GAVIN NIGEL"
Philo 130,Metaphysics,Philo,3.0,TTh 2:30-4PM,Seminar Room 2,"DE GUZMAN-DAULAT, SYMEL NOELIN"
Philo 150,Epistemology,Philo,3.0,M 1-4PM,PH 317,"BANARES, ROMULO"
Philo 160,Philosophy of Science,Philo,3.0,TTh 8:30-10AM,PH 317,"FERNANDO, ENRIQUE BENJAMIN"
Philo 173,Practical Ethics,Philo,3.0,TTh 10-11:30AM,Bioethics Room,"YASOL-NAVAL, JEANETTE"
Philo 174,Biomedical Ethics,Philo,3.0,TTh 4-5:30PM,Conference Room,"MANALOTO, RENATO"
Philo 175,Philosophy of Law,Philo,3.0,WF 4-5:30PM,Seminar Room 2,"MANALOTO, RENATO"
Philo 176,Social and Political Philosophy,Philo,3.0,TTh 4-5:30PM,Seminar Room 1,"ZOSA, MARIELLE ANTOINETTE"
Philo 197,Philosophic Problems,Philo,3.0,TTh 4-5:30PM,Seminar Room 2,"DE GUZMAN-DAULAT, SYMEL NOELIN"
Philo 198,Special Problems,Philo,3.0,TTh 1-2:30PM,Conference Room,"YASOL-NAVAL, JEANETTE"
Philo 199,Senior Research,Philo,3.0,TTh 2:30-4PM,Seminar Room 1,"OCAMPO, MA. LIZA RUTH"
Philo 201,Seminar in Ancient Philosophy,Philo,3.0,M 4-7PM,Conference Room,"YASOL-NAVAL, JEANETTE"
Philo 204,Seminar in Contemporary Philosophy,Philo,3.0,S 2-5PM,Conference Room,"MENDOZA, LUMBERTO"
Philo 250,Seminar in the Theory of Knowledge,Philo,3.0,S 2-5PM,TBA,"BOONGALING, JOHN IAN"
Philo 270,Seminar in the Philosophy of the Mind,Philo,3.0,S 9AM-12PM,TBA,"BOONGALING, JOHN IAN"
Philo 286,Seminar in Philosophy of Action,Philo,3.0,T 5-8PM,TBA,"CENTENO-LUMAGBAS, LILYBETH"
Philo 287,Seminar in Biomedical Ethics,Philo,3.0,W 2-5PM,Bioethics Room,"AUSTRIACO, NICANOR PIER GIORGIO"
Philo 295,Seminar in the Philosophy of Language,Philo,3.0,S 1-4PM,TBA,"SAYSON, CIRIACO"
Philo 296,Seminar in Social and Political Philosophy,Philo,3.0,S 4-7PM,TBA,"SAYSON, CIRIACO"
Philo 298,Special Problems,Philo,3.0,M 5:30-8:30PM,TBA,"PAYONGAYONG, MA THERESA"
Philo 300,Master's Thesis,Philo,3.0,TBA,,TBA
Philo 301,Advanced Topics in Ancient Philosophy,Philo,3.0,Th 4-7PM,TBA,"FRANCO, GERALD PIO"
Philo 304,Advanced Topics in Contemporary Anglo-American Philosophy,Philo,3.0,T 5-8PM,TBA,"BOONGALING, JOHN IAN"
Philo 376,Advanced Topics in Social and Political Philosophy,Philo,3.0,S 9AM-12PM,TBA,"SAYSON, CIRIACO"
Philo 393,Research Seminar in Filipino Philosophy,Philo,3.0,W 5:30-8:30PM,TBA,"PAYONGAYONG, MA THERESA"
Philo 398,Advanced Topics in Philosophy,Philo,3.0,F 4-7PM,Conference Room,"YASOL-NAVAL, JEANETTE"
Philo 400,Doctoral Dissertation,Philo,6.0,TBA,,TBA
Physics 10,Physics and Astronomy for Pedestrians,NIP,3.0,TTh 2:30-4PM,NIP F201,TBA
Physics 71,Elementary Physics I,NIP,4.0,F 7-8AM,NIP F209; TTh 7-8:30AM lec NIP F206,"MIRANDA, JESSA JAYNE"
Physics 71.1,Elementary Physics I Laboratory,NIP,1.0,F 8-10AM,NIP F106,"LOGROÑO, CLENT JOSEPH"
Physics 72,Elementary Physics II,NIP,4.0,F 7-8AM,NIP F206; TTh 7-8:30AM lec NIP F201,"FORTUNA, SEAN JULIAN"
Physics 72.1,Elementary Physics II Laboratory,NIP,1.0,F 8-10AM,NIP F102,"RODRIGO, JUAN MARTIN"
Physics 73,Elementary Physics III,NIP,4.0,TTh 8:30-10AM,NIP F207; W 8:45-9:45AM disc NIP F209,"BAYBAY, JOHN ADRIAN"
Physics 106,Fundamental Physics I,NIP,5.0,F 10-11:15AM,NIP F201; TWTh 10-11:15AM lec NIP F201,CONCEALED
Physics 106.1,Fundamental Physics I Laboratory,NIP,1.0,M 8-11AM,NIP F101,"NIP, NIP; RODELAS, JOSEPH"
Physics 107,Fundamental Physics II,NIP,5.0,F 10-11:15AM,NIP LP102; TWTh 10-11:15AM lec NIP LP102,"SOMINTAC, ARMANDO"
Physics 107.1,Fundamental Physics II Laboratory,NIP,1.0,M 8-11AM,NIP F102,"MAGSIGAY, CHRISTIAN JAY"
Physics 108,Fundamental Physics III,NIP,5.0,F 10-11:15AM,NIP R201; TWTh 10-11:15AM lec NIP R201,"GROSVENOR, KEVIN JOHN"
Physics 117,Mathematical Physics II,NIP,5.0,TWThF 8:30-9:45AM,NIP F201,CONCEALED
Physics 126,Theoretical Mechanics I,NIP,4.0,M 4-5PM,NIP F206; TTh 4-5:30PM lec NIP F206,"MACAM, GENNEVIEVE"
Physics 132,Electromagnetic Theory II,NIP,3.0,WF 8:30-10AM,NIP R109,CONCEALED
Physics 141,Quantum Physics I,NIP,3.0,WF 10-11:30AM,NIP LP101,"VILLAGONZALO, CRISTINE"
Physics 142,Quantum Physics II,NIP,3.0,WF 10-11:30AM,NIP R109,"COSME, JAYSON"
Physics 151,Statistical Physics I,NIP,3.0,TTh 10-11:30AM,NIP R109,"GALAPON, ERIC"
Physics 161,Introductory Laser Physics and Photonics,NIP,3.0,TTh 4-5:30PM,NIP R109,"HERMOSA, NATHANIEL"
Physics 165,Optical Physics I,NIP,3.0,TTh 8:30-10AM,NIP R109,"ZOSA, MYLES ALLEN"
Physics 170,Condensed Matter,NIP,3.0,TTh 4-5:30PM,NIP R201,"MATSUOKA, TAKIHIRO"
Physics 191,Experimental Physics I,NIP,4.0,TTh 11:30AM-12:30PM,NIP LP101; TTh 1-4PM lab NIP F105,"ZOSA, MYLES ALLEN; EMPERADO, ROMMIL"
Physics 195,Special Topics,NIP,3.0,WF 10-11:30AM,NIP F207,CONCEALED
Physics 196,Undergraduate Seminar,NIP,1.0,M 1-2PM,NIP F201,"BANZON, RONALD"
Physics 199,Undergraduate Research,NIP,3.0,M 1-4PM,TBA,"ESTACIO, ELMER"
Physics 200,Undergraduate Thesis,NIP,3.0,TBA,,"BANTANG, JOHNROB"
Physics 202.1,Foundations of Mechanics I,NIP,3.0,TTh 2:30-4PM,NIP R201,"SULANGI, MIGUEL ANTONIO"
Physics 202.2,Foundations of Mechanics II,NIP,3.0,WF 8:30-10AM,NIP R210,"SARMAGO, ROLAND"
Physics 203.2,Foundations of Electromagnetism II,NIP,3.0,TTh 8:30-10AM,NIP R210,"SARMAGO, ROLAND"
Physics 204.1,Foundations of Modern Physics I,NIP,4.0,TTh 2:30-4PM,NIP F201,"VILLAGONZALO, CRISTINE"
Physics 204.6,Foundations of Quantum Physics II,NIP,3.0,WF 1-2:30PM,NIP R201,"GROSVENOR, KEVIN JOHN"
Physics 205,Foundations of Statistical Physics,NIP,3.0,WF 1-2:30PM,NIP R109,"SALVADOR, ARNEL"
Physics 206.5,Foundations of Optics,NIP,3.0,TTh 8:30-10AM,NIP R211,"SORIANO, MARICOR"
Physics 206.8,Physics of Nuclei and Particles,NIP,3.0,WF 2:30-4PM,NIP R201,"SOMBILLO, DENNY LANE"
Physics 207,Seminar in Modern Physics,NIP,1.0,M 12-1PM,NIP F205,"ESGUERRA, JOSE PERICO"
Physics 208,Foundations of Physical Electronics,NIP,4.0,T 1-4PM,NIP R208; WF 4-5:30PM lec NIP R210,TBA
Physics 209.1,Foundations of Experimental Physics I,NIP,4.0,Th 10AM-1PM,NIP F106; T 11:30AM-12:30PM lec NIP R201; TTh 1-4PM lab NIP F106,"HERMOSA, NATHANIEL"
Physics 210.1,Physics Teaching Practicum I,NIP,2.0,TBA,,"GARCIA, WILSON"
Physics 212,Mathematical Methods of Physics II,NIP,3.0,WF 4-5:30PM,NIP F206,"COSME, JAYSON"
Physics 215,Computational Methods of Physics,NIP,3.0,TTh 2:30-4PM,NIP F210,"LIM, MAY"
Physics 222,Classical Dynamics II,NIP,3.0,WF 5:30-7PM,NIP F202,"ESGUERRA, JOSE PERICO"
Physics 225,General Relativity I,NIP,3.0,WF 4-5:30PM,NIP F202,"VEGA, MICHAEL FRANCIS IAN"
Physics 232,Classical Electrodynamics II,NIP,3.0,TTh 5:30-7PM,NIP F202,"SULANGI, MIGUEL ANTONIO"
Physics 242,Quantum Mechanics II,NIP,3.0,TTh 4-5:30PM,NIP F201,"VILLEGAS, KRISTIAN HAUSER"
Physics 251,Statistical Mechanics I,NIP,3.0,WF 4-5:30PM,NIP F201,"LAMSEN, NOEL"
Physics 266,Modern Optics II,NIP,3.0,WF 5:30-7PM,NIP F201,"SALOMA, CAESAR"
Physics 290,Graduate Colloquium,NIP,1.0,M 4-5PM,NIP F201,"SALOMA, CAESAR"
Physics 296,Graduate Seminar,NIP,1.0,M 12-1PM,NIP F201,"SALOMA, CAESAR"
Physics 300,MS Thesis,NIP,3.0,TBA,,"COSME, JAYSON"
Physics 305,Special Topics in Theoretical Physics,NIP,3.0,WF 4-5:30PM,NIP F207,"BANTANG, JOHNROB"
Physics 399,Independent Doctoral Study,NIP,3.0,TBA,,"GALAPON, ERIC"
Physics 400,PhD Dissertation,NIP,3.0,TBA,,"BANTANG, JOHNROB"
Plan 201,Theory and Practice of Planning,SURP,3.0,T 6-9PM,TBA,"ENCARNACION, RONNIE"
Plan 203,Land Use Planning,SURP,3.0,Th 6-9PM,TBA,"MORALES, MARK ANTHONY"
Plan 205,Project Planning and Development,SURP,3.0,S 2-5PM,TBA,"MORALES, MARK ANTHONY"
Plan 210,Planning Process,SURP,3.0,M 6-9PM,TBA,"FOLLOSCO-ASPIRAS, KRISTINE"
Plan 210.1,Planning Workshop,SURP,5.0,M 6-9PM,TBA,"CHAVES, CARMELI MARIE"
Plan 214,Planning Analysis and Techniques,SURP,3.0,F 6-9PM,TBA,"DIAZ, CRISPIN EMMANUEL"
Plan 222,Resource Use and Development,SURP,3.0,W 6-9PM,TBA,"MANEGDEG, REYNOLD FERDINAND"
Plan 230,Estate Planning and Development,SURP,3.0,W 6-9PM,TBA,"MAGNAYE, DINA"
Plan 231,Site Planning,SURP,3.0,S 9AM-12PM,TBA,"YAP, DAVID LEONIDES"
Plan 232,Land Economics,SURP,3.0,T 6-9PM,TBA,"MAGNAYE, DINA"
Plan 239,Special Problems in Estate Planning and Development,SURP,3.0,T 6-9PM,TBA,"YAP, DAVID LEONIDES"
Plan 240,Public Works Planning and Development,SURP,3.0,W 6-9PM,TBA,"MONTALBO, CRESENCIO"
Plan 241,Public Works Project Development,SURP,3.0,T 6-9PM,TBA,"MONTALBO, CRESENCIO"
Plan 256,Transportation Economics,SURP,3.0,W 6-9PM,TBA,"DIAZ, CRISPIN EMMANUEL"
Plan 258,Transportation Planning Analysis and Techniques,SURP,3.0,F 6-9PM,TBA,"TEKNOMO, KARDI"
Plan 259,Special Problems in Transportation Planning,SURP,3.0,M 6-9PM,TBA,"CASTRO, JUN"
Plan 280,Environmental Planning and Policy Analysis,SURP,3.0,Th 6-9PM,TBA,"LORENZO, EVELYN"
Plan 289,Special Problems in Environmental Planning,SURP,3.0,T 6-9PM,TBA,"LORENZO, EVELYN"
Plan 299,Research Methods in Planning,SURP,3.0,W 6-9PM,TBA,"ENCARNACION, RONNIE"
Plan 300,Master's Thesis,SURP,6.0,TBA,,TBA
Plan 399,Advanced Research Methods in Urban and Regional Planning,SURP,3.0,S 9AM-12PM,TBA,"RACELIS, RACHEL"
Plan 400,Doctoral Dissertation,SURP,12.0,TBA,,TBA
Port 10,Elementary Course,DEL,3.0,TTh 8:30-10AM,TBA,CONCEALED
Psych 101,Introduction to Psychology ,Psych,3.0,TTh 10-11:30AM,LH 313-315,"LABOR, PAUL DANIELLE"
Psych 103,"Lesbian, Gay, Bisexual, and Transgender (LGBT) Psychology",Psych,3.0,TTh 11:30AM-1PM,LH 309,CONCEALED
Psych 108,Sikolohiyang Pilipino,Psych,3.0,S 9AM-12PM,LH 202,"GALVEZ, ROBERTO"
Psych 110,Statistics in Psychology,Psych,5.0,TTh 1-4:30PM,LH 207,"SIO, CHRISTIE"
Psych 115,Experimental Research in Psychology,Psych,4.0,TTh 10AM-1PM,LH 303,"ABOG, KARYL CHRISTINE"
Psych 118,Field Research Methods in Psychology,Psych,5.0,TTh 8:30AM-1PM,LH 301,"INOCENCIO, LIZETTE"
Psych 124,Introduction to Industrial/Organizational Psychology,Psych,3.0,S 1-4PM,LH 201,"STA. ANA, OLIVER"
Psych 140,Principles of Learning,Psych,3.0,WF 10-11:30AM,LH 207,"PATERNO, JULIAN"
Psych 148,Cognitive Psychology,Psych,4.0,TTh 1-4PM,PPL,"LABOR, PAUL DANIELLE"
Psych 150,Theories of Personality,Psych,3.0,TTh 10-11:30AM,LH 207,"GALANG, ADRIANNE JOHN"
Psych 153,Motivation and Emotion,Psych,3.0,TTh 1-2:30PM,LH 301,"GOZAR, ANGELICA CIELO"
Psych 155,Abnormal Psychology,Psych,3.0,TTh 8:30-10AM,LH 303,"ABOG, KARYL CHRISTINE"
Psych 160,Biological Psychology,Psych,4.0,TTh 10AM-1PM,PPL,"TAN, MARIA MELINDA"
Psych 162,Psychological Assessment I,Psych,4.0,TTh 11:30AM-2:30PM,LH 302,"PSYCH, PSYCH"
Psych 163,Psychological Assessment II,Psych,4.0,TTh 8:30-11:30AM,LH 202,"MORALES, MARIE ROSE"
Psych 170,Developmental Psychology,Psych,3.0,TTh 1-2:30PM,LH 205,"CAPULONG, ANNALYN"
Psych 180,Social Psychology,Psych,3.0,TTh 10-11:30AM,LH 205,"BRIES, FRANCIS SIMONH"
Psych 195,Special Topics in Psychology,Psych,3.0,TTh 1-2:30PM,LH 203,"MATSUGUMA, SHINICHIRO"
Psych 198,Practicum in Psychology,Psych,3.0,WF 8:30-10AM,LH 205,"MORALES, MARIE ROSE"
Psych 300,Master's Thesis,Psych,3.0,TBA,,"PSYCH, PSYCH"
Psych 400,PhD Dissertation,Psych,6.0,TBA,,"PSYCH, PSYCH"
ROTC Mil Sci 2,ROTC Mil Sci 2,DMST,3.0,S 7AM-12PM,TBA; S 1-5PM lec TBA,CONCEALED
Russ 10,Elementary Russian,DEL,3.0,WF 7-8:30AM,TBA,CONCEALED
SD 303,Social Development Strategies,DSD,3.0,W 5:30-8:30PM,TBA,"LUNA, EMMANUEL"
SD 304,Social Development Policy Analysis and Advocacy,DSD,3.0,F 5:30-8:30PM,TBA,"FERRER, OSCAR; GABO, LEOCITO"
SD 311,Seminar in Contemporary and Emerging Trends in Social Development,DSD,3.0,T 5:30-8:30PM,TBA,"QUINONES, BENJAMIN"
SD 312,Seminar in Financing for Social Development,DSD,3.0,Th 5:30-8:30PM,TBA,"AWITAN, WILFREDO"
SEA 30,Asian Emporiums: Networks of Culture and Trade in Southeast Asia,CIS,3.0,TTh 10-11:30AM,CIS - Classroom C,TBA
SFA 17,Drawing II,SA,3.0,WF 11:30AM-2:30PM,TBA,"QUIRANTE, IAN"
SFA 21,Visual Studies II,SA,3.0,TTh 8:30-11:30AM,TBA,"MALTO, MARCO RUBEN"
SFA 23,Techniques IV,SA,3.0,WF 2:30-5:30PM,TBA,"QUIRANTE, IAN"
SFA 25,Materials IV,SA,3.0,TTh 11:30AM-2:30PM,TBA,"OBNAMIA, JAMEL JOSEPH"
SFA 31,Serigraphy (Direct Stencil Technique),SA,3.0,TTh 8:30-11:30AM,TBA,"CONCEPCION, REYNALDO"
SFA 41,Clay Body Exploration II,SA,3.0,WF 8:30-11:30AM,TBA,"VERANO, JULIETA"
SFA 101,Painting II,SA,3.0,TTh 8:30-11:30AM,TBA,"QUIRANTE, IAN"
SFA 103,Sculpture II,SA,3.0,WF 11:30AM-2:30PM,TBA,"QUIANO, PAUL ALBERT"
SFA 121,Advanced Visual Studies II,SA,3.0,WF 11:30AM-2:30PM,TBA,"JAUCIAN, IAN CARLO"
